created_at,tweet_id,tweet,likes,retweet_count,source,user_id,user_name,user_screen_name,user_description,user_join_date,user_followers_count,user_location,lat,long,city,country,continent,state,state_code,collected_at
15-10-2020 0.05,1.32E+18,Got something for you #MAGA #MAGA2020 #MAGA2020Landslide #Trump2020LandslideVictory #Trump @realDonaldTrump @WhiteHouse @senatemajldr @GOP https://t.co/Oa8OMRa6D3,0,0,Twitter for Android,1.25E+18,violetrenee$ #BlackLivesMatter,violetrenee7,"Author of sizzling hot, smart and funny novel Love, Laughter and  Lies @amazon.com.",13-04-2020 21.15,113,"Ohio, USA",40.2253569,-82.6881395,,United States of America,North America,Ohio,OH,0.35.08
15-10-2020 0.05,1.32E+18,"""Now You're Messing with a Son of a .....!"" https://t.co/t6XVIcn57a #TommyLee #DonaldTrump #Nazareth #HairoftheDog #NowYoureMessingWithaSonofaBitch #GuitarLesson #TonyIommi #BlackSabbath #EddieVanHalen",1,0,Twitter Web App,1.23E+18,1 Rule Guitar,1RuleGuitar,"Every day we bring you the latest guitar news, gear, lessons and the ""Tip of the Day!"" There's only 1 Rule...""Don't Sweat it Just Fret It!"" 1 Rule Guitar",14-02-2020 15.03,34,USA,39.7837304,-100.4458825,,United States,North America,,,0.36.02
15-10-2020 0.05,1.32E+18,"#USSenate #USCongress #NYTimes #Louisiana #CBN #TBN #politics #Trump  #CSPAN #Resist #TheView #MAGA2020 #POTUS #FoxNews #GOP #RNC #DNC  #WashingtonPost #CNN #MSNBC #Trump  #AOC #Google #facebook #twitter #bing #yahoo #NancyPelosi #ChuckSchumer 
 #Dobbs #Limbaugh #IvankaTrump https://t.co/J5gdKmDkAn",0,0,Twitter Web App,277245931,Posters USA,postersusa,,05-04-2011 0.20,1219,United States,39.7837304,-100.4458825,,United States,North America,,,0.36.06
15-10-2020 0.05,1.32E+18,How about an official apology from #Trump @realDonaldTrump @POTUS for #CentralParkFive how about that - we don’t need #TrumpAdministration believe he ain’t giving nothing! https://t.co/zYGW7I1yPk,0,0,Twitter for iPhone,397762704,DevinAyresMom,DevinAyresMom,"Wife, Mom, Daughter, Sister, and Friend - Looking to strengthen my belief in God and have an ability to Love others for who they are, literally.",25-10-2011 3.46,143,,,,,,,,,0.36.09
15-10-2020 0.05,1.32E+18,#TrumpIsWeak #TrumpFailure #trump https://t.co/QHMrPXO8gZ,0,0,Twitter for Android,2763560839,Reyhombre 74,Reyhombre1,,24-08-2014 18.49,55,,,,,,,,,0.37.03
15-10-2020 0.05,1.32E+18,"#Trump
#TrumpLiesAmericansDie 

80+ researchers warn that a so-called #herdimmunity approach to managing #COVID19 is “a dangerous fallacy unsupported by the scientific evidence” #WCPH2020 

#WearAMask 
#MaskUp 

#auspol
https://t.co/96TExQws1Z https://t.co/jLjgtdQ4WB",0,0,Twitter Web App,240532719,William Jones 😷🌊 🇦🇺🐸,william7424,"Retired International Banker(Don't hold this against me, I cleaned up messes LOL), Avid GeoPolitical and National Political observer",20-01-2011 4.11,1776,Australia,-24.7761086,134.755,,Australia,Oceania,,,0.37.07
15-10-2020 0.05,1.32E+18,"Good for @kayleighmcenany. Who knew that trying to get out information from investigative journalists would be considered somehow harmful and worthy to be silenced? WHEN Pres. #Trump wins, just add #Twitter and #Facebook to the list of corrupt leftists to be investigated. https://t.co/EkFeHIFkNt",1,1,Twitter Web App,2902244659,Brian W. Peterson,cybrpete,Political columnist (on hiatus); novelist; read my political commentary at https://t.co/FTDipSEYuf; veteran of political campaigns; strict constructionist.,17-11-2014 1.24,2861,Kansas City,39.100105,-94.5781416,Kansas City,United States of America,North America,Missouri,MO,0.38.01
15-10-2020 0.05,1.32E+18,"Who is leading? Trump or baiden!
Follow the link to know! 
https://t.co/2kaIBbxqAr
#USA #USPresidentialElections2020 #USElection #USElection2020 #TrumpCovid19 #trump #JoeBiden #USElectionDialogues #Election2020 #Elections2020 #ElectionDay #Trump2020",0,0,Twitter for Android,1.31E+18,The Guardian English,GuardianEnglish,"News, sports, entertainment, magazine website.",17-09-2020 14.46,16,,,,,,,,,0.38.04
15-10-2020 0.05,1.32E+18,"‘Totally under control’: #New, #secretly-#filmed #documentary details #Trump’s #COLOSSAL 
#COVID19 #FAILURES.

https://t.co/WxAkzCT2U0

""The experts featured in the trailer &amp; film make clear that while the U.S. had at its disposal every #resource it #needed to #SAVE hundreds of..",1,0,Twitter Web App,21906070,DUMP TRUMP,Kegan05,"Political Junkie, Ex-GOP, now Independent, disgusted by Trump Administration and #GOP who covers for him.

No DM's please.",25-02-2009 19.27,16172,NorthWest USA,,,,,,,,0.38.08
15-10-2020 0.05,1.32E+18,"was #ousted from his #role at the #Health and #HumanServicesDepartment after #objecting to #Trump’s Covid-19 #response. “The plan was in front of us but #LEADERSHIP would NOT do it. It is time to lay our careers on the line and #push #back.”

Kinda #LATE, isn't it?",0,0,Twitter Web App,21906070,DUMP TRUMP,Kegan05,"Political Junkie, Ex-GOP, now Independent, disgusted by Trump Administration and #GOP who covers for him.

No DM's please.",25-02-2009 19.27,16172,NorthWest USA,,,,,,,,0.39.02
15-10-2020 0.05,1.32E+18,#Relapse or did #Trump just run out of drugs?  either way -- back to the basement for Trump https://t.co/9cR5fz9OoZ,0,0,Twitter Web App,19074612,BrooklynMarylee,BrooklynMarylee,"liberal New Yorker, person of faith",16-01-2009 16.48,474,Brooklyn NY,40.6501024,-73.9495829,New York,United States of America,North America,New York,NY,0.39.06
15-10-2020 0.05,1.32E+18,"Biden for (p)resident
Trump fo(u)r more years

#DonaldTrump #JoeBiden #Election2020 https://t.co/0iUphtSbR9",2,1,Twitter Web App,1.16E+18,Pansan Pen 半山筆談,PansanPen,life is not worth living without freedom,07-08-2019 1.29,242,,,,,,,,,0.39.09
15-10-2020 0.05,1.32E+18,"https://t.co/iIMcJCr8yI  
#TRUMP #coronavirus 
@ChiaraFerragni @BarackObama",0,0,Twitter for iPhone,1.32E+18,EMERGENCYCOVID,emergencycovid,Please people who does not have job or enough money for going through COVID19. Don't be selfish and also think about people who has family but not money to eat.,14-10-2020 22.33,0,,,,,,,,,0.40.03
15-10-2020 0.05,1.32E+18,"@icecube You don’t trust ‘none of them’ (Presidential Candidates) but you’re let #Trump straight up play you! I Guess “today ‘wasn’t’ a good day!” We all hate politics but Trump is on another level of absurdity. If you don’t see that, then you haven’t been paying enough attention.",0,0,Twitter for iPhone,3047178764,The Doctah,DrMovieManiac,A mad doctors musings of all things Movies but since it’s an important election switching to Politics.,27-02-2015 17.14,39,,,,,,,,,0.40.07
15-10-2020 0.05,1.32E+18,"@maddow #AmyConeyBarrett can remember case after case but can NOT remember if she has seen any of #Trump's crazy tweets about Obamacare, his State of the Union, and if she ever voted by mail. She's like #Pence... A fake Christian who can lie with such grace. 
#VoteThemAllOut #VoteBiden",0,0,Twitter for Android,1.20E+18,Ex- Republican,DemocratNel,Biden/Harris Landside 2020 🌊🇺🇸🌊,06-12-2019 15.40,199,,,,,,,,,0.41.01
15-10-2020 0.05,1.32E+18,@donwinslow #trump is the #monster #TrumpIsNotAmerica,0,0,Twitter for iPhone,1.18E+18,Dee Smiff,smiff_dee,,17-10-2019 4.28,88,,,,,,,,,0.41.04
15-10-2020 0.05,1.32E+18,@JoeBiden #BidenHarris2020 #DonaldTrump #HunterBiden https://t.co/tBDFpoEdzX,1,0,Twitter for Android,7.62E+17,Joe Levija,jlevija87,"I am a Husband, father of 2 wonderful kids, full time worker and owner of @pleasurerated and help with wife's etsy business Mitmouseboutique.",05-08-2016 15.10,58,"Fitchburg, WI",42.5903661,-71.8119837,Fitchburg,United States of America,North America,Massachusetts,MA,0.41.08
15-10-2020 0.05,1.32E+18,@hughriminton All off #Trump merchandise is made in China. I don't know why nobody doesn't take him on over it. It's the most obvious way that #MAGA is a JOKE.,0,0,Twitter for Android,9.51E+17,Jeffrey  Kennedy,kennoJT,"Thoughful, rebellious, free thinker, easy going with a dose of cynicism. Life is too short to not live in the way you want. Go Crows",09-01-2018 9.22,59,"Alice Springs, Northern Territ",,,,,,,,0.42.02
15-10-2020 0.05,1.32E+18,@CNN @andersoncooper How many #Trump young  #MAGArats come into contact with older people? Answer: All except those with a private entrance into their parents basement.,0,0,Twitter for iPhone,194650429,MoClarker,MoClarker,Media Maven/Scientist/Fan O Fauci,24-09-2010 17.15,101,Santa Monica Beach,47.0052108,-88.9629096,,United States of America,North America,Michigan,MI,0.42.05
15-10-2020 0.05,1.32E+18,@thereidout @OMAROSA You knew #Trump was dangerous for our country when you signed up for his administration! So.... https://t.co/jrUt9tPMZN,6,0,Twitter for Android,1138416104,Farris Flagg,FarrisFlagg,#BidenHarris2020 #JoeBiden2020 #KamalaHarrisForVP #IStandWithEllen @KamalaHarris @JoeBiden #TeamJoe #KHive #BidenHarris2020ToSaveAmerica,01-02-2013 1.37,2363,"Perris,California",33.7825194,-117.2286478,,United States of America,North America,California,CA,0.42.09
15-10-2020 0.05,1.32E+18,"@DrDenaGrayson #Trump
#Covid19
#TrumpLiesAmericansDie

Immunologist Florian Kramme, “#herdimmunity through natural infections is not a strategy, but an indication for the government’s malfunction to control a break out and to pay for this with lost lives.” 

https://t.co/ddEFm2Lqvj",0,0,Twitter Web App,240532719,William Jones 😷🌊 🇦🇺🐸,william7424,"Retired International Banker(Don't hold this against me, I cleaned up messes LOL), Avid GeoPolitical and National Political observer",20-01-2011 4.11,1776,Australia,-24.7761086,134.755,,Australia,Oceania,,,0.43.03
15-10-2020 0.06,1.32E+18,"#HealthAlert‼️🚨 #Trump #COVID19 #SuperSpreader #Greenville #NorthCarolina #BoycottGreenvilleNC‼️ #GrabYourWallet
@womensmarch @Women4Biden @MarchForScience
@March4RLivesLA @MarchForTruth17  

@GreenvilleNC @pjconnellync @ncdhhs @VisitGreenville @GvilleChamber 
#TrumpToll 221,798",0,0,Twitter Web App,35766965,Janet Werner,chickwerner,"UH  B.S. in Technology TRDE '90,
UH M.S. in Technology OCTE '93,
OLLU  MBA '96 (emphasis in Strategic Planning)",27-04-2009 15.18,1456,"Houston, TX",29.7589382,-95.3676974,Houston,United States of America,North America,Texas,TX,0.44.00
15-10-2020 0.06,1.32E+18,"@ScottNevins @nbc @MSNBC @CNBC @NBCNewsNow @NBCUTelemundo @ABCNetwork Here’s an idea, since @NBCNews has decided to give #DonaldTrump town hall coverage across three channels, @ABC @CBSNews @CNNPolitics @bpolitics @business should carry @ABCPolitics town hall with @JoeBiden. #BidenTownHall #BidenHarrisLandslide2020 #BoycottMSNBC #2020Elections",0,0,Twitter for iPhone,146572426,Travis “Vote Blue 2020” Leiker,tleiker,Thought leader. Decision maker. Advancing communities and creating opportunity through the public sector and progressive initiatives.,21-05-2010 19.49,487,"Denver, CO",39.7392364,-104.9848623,Denver,United States of America,North America,Colorado,CO,0.43.07
15-10-2020 0.06,1.32E+18,TO ALL ILLEGAL IMMIGRANTS I SAY THEE NEIGH #DonaldJHoofForPresident ##trump,0,1,twittbot.net,7.50E+17,Donald Trot,EquestrianTrump,Vote for me next Equestrian ruler! Not Crooked Clopton.,05-07-2016 22.44,70,Equestria,,,,,,,,0.44.04
15-10-2020 0.06,1.32E+18,"Twazis says they blocked NY Post's #HunterBiden story cuz they block stories with stolen info.

Let's test their theory &amp; #Leftist agenda in protecting #Biden with the story by the #NYPost on STOLEN secret audio tapes of #Trump!

#LiberalPrivilege #MAGA
 https://t.co/bWriPoqI0d",19,16,Twitter for Android,1.26E+18,Shawn Hawkins,ArmedPatriot45,Pvt Mil Ctr Vet🇺🇸4 languages🏴󠁧󠁢󠁥󠁮󠁧󠁿Born &Lived in Mid East & Eastern Europe fighting radical Islamists⚔️Constitutional Hardliner🇺🇸#MAGA #2A #NoSharia,07-05-2020 18.58,20636,"South Carolina, USA",33.6874388,-80.4363743,,United States of America,North America,South Carolina,SC,0.44.08
15-10-2020 0.06,1.32E+18,"#FakePresident #DonaldTrump will continue his #COVID19 #SuperSpreaderEvent Tour, in #Iowa. Fake President Donald #Trump will be giving #TrumpSupporters COVID-19 #KoolAid in Iowa, on #Wednesday #October 14, 2020 https://t.co/5QQmHrJe7Z",1,0,Twitter for iPhone,52806577,🏳️‍🌈👬🏳️‍🌈 Dark_Marc 🏳️‍🌈🦄🏳️‍🌈,ItsMeDYK,Gay • A “Mentally Deranged Unicorn” • #DetractorsBlocked • I suffer with Depression And Anxiety • I attempted suicide • Single For Life 💔• You Want It Darker?,01-07-2009 18.27,6755,Northern New Jersey AKA XANADU,40.0757384,-74.4041622,,United States of America,North America,New Jersey,NJ,0.45.05
15-10-2020 0.06,1.32E+18,"https://t.co/pvSoVr81Bp #DonaldTrump👱 is #NotFit to be #POTUS🦅🇺🇸 🦅because he exploited #Elderly 🧓🧑‍🦳for #Deceptive #PhotoShop📸#Ops, blanded #POW / #MIA / #KIA #Veterans🎖️👲🎖️ as #Suckers &amp; mocked #Disabled #Persons 👩‍🦯🧑‍🦯&amp; #People on #WheelChairs 👩‍🦽👨‍🦼 who're Protected by #ADA👩‍🦽",0,0,Twitter Web App,70752796,🕎Vet Eric Man🕎,VetrepreneurOne,"((( Vet Eric Manuel Ortiz ))) Says, please, Support a Disable Social Media Vetrepreneur to encourage success, inspiration, financial independence & empowerment.",01-09-2009 18.44,951,"Far Rockaway Beach, NY 11691",45.613598,-123.943147,,United States of America,North America,Oregon,OR,0.45.09
15-10-2020 0.06,1.32E+18,@realDonaldTrump USA Today Article - '#Trump's first day of COVID-19 was Day 200 for me. Here's what I think of his 'victory.' https://t.co/Jh7WZjTbWY via @usatoday @POTUS should have read @FLOTUS response first  #TrumpVirus #TrumpVirusDeathToll215K,0,0,Twitter Web App,2495373104,Debbie Colburn,DebbieColburn1,,15-05-2014 0.41,34,"Massachusetts, USA",42.3788774,-72.032366,,United States of America,North America,Massachusetts,MA,0.46.03
15-10-2020 0.06,1.32E+18,@TwitterMoments Do we have PROOF that #Trump tested negative or is it just his word?,1,1,Twitter Web App,616219540,Traci Morrison #DemCastFL,TraciMorrisonFL,"I am open minded, but opinionated.  I am an optimist, but I'm not blind.   Facts & truth are my tools to stay sane through all the insanity! #FLDEM #UniteBlue",23-06-2012 15.43,1045,"Jacksonville,Florida",30.3321838,-81.655651,Jacksonville,United States of America,North America,Florida,FL,0.46.07
15-10-2020 0.06,1.32E+18,"@DrDenaGrayson #Trump
#TrumpLiesAmericansDie 

80+ researchers warn that a so-called #herdimmunity approach to managing #COVID19 is “a dangerous fallacy unsupported by the scientific evidence” #WCPH2020 

#WearAMask 
#MaskUp 

#auspol
https://t.co/96TExQws1Z",0,0,Twitter Web App,240532719,William Jones 😷🌊 🇦🇺🐸,william7424,"Retired International Banker(Don't hold this against me, I cleaned up messes LOL), Avid GeoPolitical and National Political observer",20-01-2011 4.11,1776,Australia,-24.7761086,134.755,,Australia,Oceania,,,0.47.00
15-10-2020 0.06,1.32E+18,"@MaryBriggs1 You are 💯 right! Every time they speak their lies, #Dems votes fly out of the window, towards #Trump's direction.
How very nice of them!",1,1,Twitter for Android,3385804869,@egoyibonwaiwu,egoyibo55,Retired London business woman,21-07-2015 13.20,2467,"England, United Kingdom",52.7954791,-0.5402403,,United Kingdom,Europe,England,ENG,0.47.04
15-10-2020 0.06,1.32E+18,"So it’s official? The #Trump administration’s strategy to end the pandemic is fucking herd immunity? They’ve been denying this for months, but you could see this was the plan from the start. Hence no PPE production, no national mask mandates. This is so wrong. Millions can die",1,0,Twitter for iPhone,311863471,Beefer Sutherland,ElectrikOne,"#Bitcoin #Crypto #Defi #StartupLife #Tech #Drones #FPV #Dolphins #Heat #Canes - And much, much more!!",06-06-2011 5.47,1313," Davie,FL",,,,,,,,0.47.08
15-10-2020 0.06,1.32E+18,19 days to go. #Trump Must Go. https://t.co/an6wqQn1B1,0,0,Twitter for Android,1.17E+18,Lee Saunders,LeeSaunders72,Actress | Old soul young at heart | Coffee addict,16-09-2019 7.58,1069,"Leeds/Manchester/London, UK",54.7023545,-3.2765753,,United Kingdom,Europe,,,0.48.01
15-10-2020 0.06,1.32E+18,"#Trump and #Johnson practice photo shoot went very well today. 

#LookIntoMyCrystalBall
⬇️ https://t.co/ssclSOHmm7",3,0,Twitter for iPhone,1.11E+18,R1ch1e5,R1ch1e5,I have a severe allergy to Torys - it’s called humanity #BidenHarris #FBPE #FBR 3.5% #FBSI #Rewild for all our futures 🌱,14-03-2019 16.59,8063,Planet Earth,34.2331373,-102.4107493,,United States of America,North America,Texas,TX,0.48.05
15-10-2020 0.06,1.32E+18,"#JoniErnst #KristiNoem #MitchMcConnell 4 Ds #MikeParson #Trump Downplay airborne virus Dance on 218,000+ 🇺🇸 Graves Deny responsibility Defund Police #MorningJoe #FoxNews #JohnJames #Kimreynolds Herd Immunity ☠️ #Corygardner Disgraceful #Rondesantis #Tomwolf Super-spreader Tie🤮 https://t.co/qCnXjeJXjm",0,0,Twitter for iPhone,335480668,CelebrityMagnet,celebritykdawg5,,14-07-2011 19.06,114,,,,,,,,,0.49.03
15-10-2020 0.06,1.32E+18,#Cube is a #trump tool!!!! How his legacy will read after this!!! Everything good flushed behind #trump!!!! https://t.co/0yvb5HnxT9,0,0,Twitter for iPad,23365635,PammyDee💖💚 #BidenHarris2020,PammyDee,Happy as can Be #votebluenomatterwho #Resist Musicologist #Demforlife ☄️🌍,08-03-2009 22.45,1173,"Savannah, GA",32.0809263,-81.0911768,Savannah,United States of America,North America,Georgia,GA,0.48.09
15-10-2020 0.06,1.32E+18,@JohnCornyn How many times did you vote against the ACA ? Over 20 at least. You are tied at the hip to #Trump and deserve to lose. You haven't looked after TX for a long time . We might lose health care cuz of you #TxDeservesBetter #VoteThemAllOut #BirdsOfAFeather #txlege #MJHegarForTX,2,0,Twitter Web App,3140683843,cLovis Buford,cLovis_buford,"Raconteur , social provocateur . Texan  This dumpster was on fire when i got here . political opinions free , rates more reasonable.",05-04-2015 18.58,229,,,,,,,,,0.49.06
15-10-2020 0.06,1.32E+18,I will take child named #Biden with #JoeBiden blood over a child named Trump with #DonaldTrump blood any day of the week. https://t.co/AL4gumlKkW,0,0,Twitter for Android,722709722,Rev. Al,MayorSackJones,Poor but Happy Democrat.,28-07-2012 19.35,1317,,,,,,,,,0.50.00
15-10-2020 0.06,1.32E+18,"How does anyone read this, know it’s sincere, then side with #trump on any race- or police-related matter? 

cc @icecube https://t.co/Sp8XBcfceN",1,0,Twitter for iPhone,1.27E+18,steve hall,stevehalltweets,"Dad, husband, and foodie. The order varies day to day. #clt #ncpol #nc #ethics #equity | was @being_steve, until twitter suspended that account",20-06-2020 4.13,830,,,,,,,,,0.50.04
15-10-2020 0.07,1.32E+18,@TinTinResists @KatrinaHagen2 @marcorubio Incompetent. Just like everyone else involved in the #trump clown car. #VoteBiden,1,1,Twitter Web App,7.87E+17,NormallyCivilizedDawn,RockyMtnCivil,"Compassionate liberal but don't fvck with me, anti #racist, #WOC,  #conscious in the real sense, #Resist, #VoteBlue, ✝, Ally, Gardener, Designer🎶🎨",15-10-2016 22.00,4281,,,,,,,,,0.51.01
15-10-2020 0.07,1.32E+18,"@thebradfordfile #TRUMP &amp; Enablers Need to Face the CONSEQUENCEs of his **FAILED** #COVID19 Response 👇👇👇👇👇👇👇
https://t.co/fmush7UFtl",0,0,Twitter for iPhone,1.01E+18,Inconvenient Truth 🌊🌊🌊,InconvenientTr5,Spreading the #Truth. #ScienceMatters. #TrumpLiesAmericansDIE.  #VOTE #TrumpCrimeFamily OUT on #ElectionDay,17-06-2018 5.30,812,#BlueWave USA 🌊🌊🌊🌊🌊,,,,,,,,0.50.08
15-10-2020 0.07,1.32E+18,"#Trump: One of the most important issues for Iowa is...that thing with Ethanol, you remember Ethanol? Biden wants to get rid of fossil fuels! And Kamala and did Pence beat her or what? He just wiped the floor with her. We fought hard to keep ethanol going in the pandemic!

What?",1,1,Twitter Web App,8436472,snarke,snarke,"Will mock for food! Freelance writer, blogger, commentator. Civics nerd. She/Her",26-08-2007 5.56,1185,Portland,45.5202471,-122.6741949,Portland,United States of America,North America,Oregon,OR,0.51.05
15-10-2020 0.07,1.32E+18,"@andrewravin @OD_ant Nobody was more experienced that Hillary Clinton and she couldn't handle #DonaldTrump. Yes Biden is weak, #Limited where the Trump administration is strong and #Limitless",0,0,Twitter for Android,1.30E+18,Christian Coalition of Voters,ChristianVoters,"Geared to hold accountable the so-called #ChristainPoliticians. The #Democrats pride themselves being progressive, they are the opposite. #MAGA2020 #VoteRed.",08-09-2020 3.50,109,Planet Earth,34.2331373,-102.4107493,,United States of America,North America,Texas,TX,0.51.09
15-10-2020 0.07,1.32E+18,"""Believe it or not, #Biden will be the next President of the United States.  #Trump lost the election already due to #COVID19.""

That's just a prediction.  No one knows the future.  We try to predict it to feel larger than life.  Unafraid of being wrong.

https://t.co/AMurxRsiFX",0,0,Twitter Web App,603192484,HappinessToy,_happinesstoy,"https://t.co/5lIYmF1Kg4, buy your happiness and joy",09-06-2012 0.46,214,United States,39.7837304,-100.4458825,,United States,North America,,,0.52.02
15-10-2020 0.07,1.32E+18,#MAGA2020 #KAG2020 #KAG #MAGA #Trump2020 #Trump #TrumpKillsUs #TrumpIsNotWell #VetsAgainstTrump #Veteran #VeteransForTrump #LindseyMustGo #LadyG #MoscowMitch #MoscowMitchTraitor #MitchMcConnell #LindseyGraham https://t.co/hdF2EXdb8P,6,4,Twitter for Android,2548694162,Sandeep Patel,sandeepppatel,"Villager, Molecular Biology from UC Berkeley, MBA from the Wharton School, living the American dream. A cricket fanatic.",05-06-2014 20.12,91,San Francisco Bay Area ,37.7884969,-122.3558473,San Francisco,United States of America,North America,California,CA,0.52.06
15-10-2020 0.07,1.32E+18,"Las campañas de #Biden en la comunidad latina literal es nomas el diciendo ""Hola no soy #Trump vota por mi"". 🤦🏻‍♂️",2,0,Twitter for Android,1.17E+18,🍓,Y0ungScratch,"Everything is Ok 👍 
till it's not",12-09-2019 22.47,108,"Sonora, México",29.3333331,-110.6666671,,Mexico,North America,Sonora,SON,0.53.00
15-10-2020 0.07,1.32E+18,"Si pierde #Trump ya verán como se acabará el calentamiento global, la opresión hacia los negros, las deportaciones, el machismo opresor, aparecerá la vacuna etc. Porque en realidad ese no es el problema, el problema es que no les gusta Trump.",1,0,Twitter for iPhone,1.28E+18,Manuel Torres,realmanupoz32,Amo la libertad. 🇻🇪 🇨🇦🇪🇸 🚫cursilería 🚫closet 🚫corrección política 🚫  ☭⃠,14-07-2020 11.30,201,"Toronto, Ontario",43.6534817,-79.3839347,Toronto,Canada,North America,Ontario,ON,0.53.04
15-10-2020 0.07,1.32E+18,@Robbins17Chris Ditto. It's the #TrumpEffect. Anyone compared to #Trump looks good.,1,0,Twitter Web App,22957335,Joyce DiGuglielmo,hootsmom,"Twin, wife, Mom, Mom-Mom☕ 🚬 #M4A #GND 💟 Bernie's policies voting for #Biden2020 unenthusiastically",05-03-2009 18.40,441,,,,,,,,,0.53.07
15-10-2020 0.07,1.32E+18,#Trump has been banging on about the #China #Biden  connection from the outset but was played down by #MSM as usual! https://t.co/SiqWtxj66d,0,0,Twitter for iPhone,56670976,malcolm cowing,MalcolmCowing,Retired former Managing Partner of marcoms agency.,14-07-2009 11.36,1349,"Yorkshire, England",38.7930988,-77.4479432,,United States of America,North America,Virginia,VA,0.54.01
15-10-2020 0.07,1.32E+18,@votevets @starsandstripes @MilitaryTimes #Trump https://t.co/YpxlgHSH1U,0,0,Twitter for iPhone,807273494,bkb00,borden_bk,,06-09-2012 17.36,434,,,,,,,,,0.54.05
15-10-2020 0.07,1.32E+18,"Thought you might want this for a lawsuit.  I tried to tweet out the link from the NY Post article &amp; was shown this.  Twitter &amp; partners?  Who are their partners? Also, I couldn't even save the tweet as a draft. Had to discard completely @realDonaldTrump @DonaldJTrumpJr  #Trump https://t.co/mBbCiV5o2z",0,0,Twitter Web App,2431850590,SouthernSassafrass ⭐🇺🇲🇺🇲🇺🇲⭐,WildcatFan178,"Opinionated Southern smart ass, sports fan, marketing's my gig, I cuss...a bunch. ♥ USA Freedom, Patriots.",23-03-2014 20.54,366,"Florida, USA",27.7567667,-81.4639835,,United States of America,North America,Florida,FL,0.54.09
15-10-2020 0.07,1.32E+18,Which fly gets #Trump? https://t.co/PzBr7vT4wN,0,0,Twitter for Android,100050933,Joe Openshaw,joebessemer,"Community activist and gay activist, equality, and environment",28-12-2009 21.24,98,"Bessemer, AL",33.4017766,-86.954437,,United States of America,North America,Alabama,AL,0.55.06
15-10-2020 0.07,1.32E+18,@kevinbossuet @SudRadio Être français et pro #Trump c'est être un traître c'est cracher à la figure de nos viticulteurs assommés de taxes. Soutien à nos viticulteurs. Vous n'êtes pas américains cessez de trahir les français.,0,0,Twitter for Android,26290563,callbass,callbass,,24-03-2009 18.25,63,Paris,48.8566969,2.3514616,Paris,France,Europe,Ile-de-France,IDF,0.55.02
15-10-2020 0.07,1.32E+18,@francisd62 The #Trump Administration has just announced herd immunity is their new strategy. Estimated 2 million + will die if Trump is re-elected.,0,0,Twitter for iPhone,378420614,Sandra K Eckersley🔹,SandraEckersley,"Writer, Critic, Ideas Broker & Devil's Advocate. Committed to exposing hypocrisy - no exceptions. Not afraid to speak truth to power. Supporting FAIRNESS.",23-09-2011 5.17,4555,Sydney/South Coast AUSTRALIA,-33.8548157,151.2164539,Sydney,Australia,Oceania,New South Wales,NSW,0.56.00
15-10-2020 0.07,1.32E+18,@Acosta Hey #trump you #POS U got a kid home #tested #positive 4 #COVID19 #COVID19  &amp; your at your own #mass #superspreader #rally!No fkn shock #pathetic &amp; anyone #Suppose 2 B A #Patriot would never be ok w none of it or support it! #Hypocrites talked about ##immigrants #pathetic,0,0,Twitter Web App,1.09E+18,Actionnow1🇺🇸🌊🌊💧💙🌈🕊🗽🕆🐋🐳 FBR  bluewave,ActionnowI,"God's babies and children ripped from their parents.Put in cages and tents. This is not what USA stands for!
Get these babies reunited back.😢
#resist #bluewave",26-01-2019 20.41,4010,Build bridges🌊🌊🌈🗽not walls,,,,,,,,0.56.04
15-10-2020 0.07,1.32E+18,#FoxNews #GOP #Trump #Giuliani #Republicans #MAGA #Conservatives #Corruption #Fakeharddrive #Ukraine #Russia https://t.co/vW6CAkA0X2,0,0,TweetDeck,16725512,JusticeForAll,ZenithUpwards,A human being on fire for justice and love in this crazy world.,13-10-2008 19.12,335,"Chula Vista, CA",,,,,,,,0.56.07
15-10-2020 0.07,1.32E+18,"#Trump

 https://t.co/XW6ZKGqt0C",0,0,Twitter for Android,1.30E+18,MissRed,MissRed80614542,,11-09-2020 4.05,0,,,,,,,,,0.57.01
